Main_Topic,Unit,Topic_Title,Sub_Topic
STATISTICS FOR AI & MACHINE LEARNING,Unit 12: Multivariate Statistics & Dimensionality Reduction,12.1 Multivariate Analysis,Principal Component Analysis (PCA): statistical derivation
STATISTICS FOR AI & MACHINE LEARNING,Unit 12: Multivariate Statistics & Dimensionality Reduction,12.1 Multivariate Analysis,Eigenvalues and Eigenvectors: geometric and statistical intuition
STATISTICS FOR AI & MACHINE LEARNING,Unit 12: Multivariate Statistics & Dimensionality Reduction,12.1 Multivariate Analysis,Explained variance ratio and scree plot for component selection
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,Naive Bayes Classifier: statistical foundation and independence assumption
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,"Markov Chains: transition probabilities, stationary distribution"
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,Hidden Markov Models (HMM): emission and transition probabilities
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,Monte Carlo Simulation: random sampling for estimation
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,"Markov Chain Monte Carlo (MCMC): Metropolis-Hastings, Gibbs Sampling"
STATISTICS FOR AI & MACHINE LEARNING,Unit 13: Probabilistic & Advanced AI Concepts,13.1 Probabilistic Models,Bayesian Networks: directed acyclic graphs for probabilistic reasoning
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,Weight initialization: Xavier/Glorot (based on variance preservation)
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,Activation function distributions and gradient flow statistics
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,Vanishing and exploding gradients: statistical diagnosis
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,Batch Normalization: normalizing activations using batch statistics
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,"Layer Normalization, Group Normalization, Instance Normalization"
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,"Probabilistic generative models: VAE (latent space statistics), diffusion models"
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,KL Divergence in VAE loss function
STATISTICS FOR AI & MACHINE LEARNING,Unit 14: Statistics for Deep Learning & Generative AI,14.1 Statistical Concepts in Deep Learning,Fisher Information and Natural Gradient Descent
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.1 What is Machine Learning?,Definition and formal framework (Tom Mitchell’s definition)
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.1 What is Machine Learning?,ML vs. traditional programming vs. AI vs. Deep Learning
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.1 What is Machine Learning?,History and evolution of Machine Learning
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.1 What is Machine Learning?,When to use (and when not to use) ML
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.2 Types of Machine Learning,Supervised learning: regression and classification
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.2 Types of Machine Learning,Unsupervised learning: clustering and dimensionality reduction
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.2 Types of Machine Learning,Semi-supervised and self-supervised learning
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.2 Types of Machine Learning,"Reinforcement learning: agents, environments, and rewards"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.3 The ML Pipeline,Problem formulation and objective definition
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.3 The ML Pipeline,"Data collection, cleaning, and exploration"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.3 The ML Pipeline,Feature engineering and selection
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.3 The ML Pipeline,"Model selection, training, and evaluation"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.3 The ML Pipeline,"Deployment, monitoring, and iteration"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.4 Tools & Ecosystem,"Python libraries: scikit-learn, TensorFlow, PyTorch, Keras"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.4 Tools & Ecosystem,Jupyter Notebooks and Google Colab
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.4 Tools & Ecosystem,"Data handling: Pandas, NumPy, Dask"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.4 Tools & Ecosystem,"Visualization: Matplotlib, Seaborn, Plotly"
MACHINE LEARNING,Module 1: Introduction to Machine Learning,1.4 Tools & Ecosystem,"Version control: Git, DVC for data versioning"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.1 Linear Algebra,"Vectors, matrices, and tensor operations"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.1 Linear Algebra,"Matrix multiplication, transpose, inverse"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.1 Linear Algebra,"Eigenvalues, eigenvectors, and eigendecomposition"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.1 Linear Algebra,Singular Value Decomposition (SVD)
MACHINE LEARNING,Module 2: Mathematical Foundations,2.1 Linear Algebra,"Norms (L1, L2, Frobenius) and distance metrics"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.2 Calculus,Derivatives and partial derivatives
MACHINE LEARNING,Module 2: Mathematical Foundations,2.2 Calculus,Chain rule and its role in backpropagation
MACHINE LEARNING,Module 2: Mathematical Foundations,2.2 Calculus,"Gradients, Jacobians, and Hessians"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.2 Calculus,Taylor series approximation
MACHINE LEARNING,Module 2: Mathematical Foundations,2.2 Calculus,Integral calculus for probability distributions
MACHINE LEARNING,Module 2: Mathematical Foundations,2.3 Probability & Statistics,"Probability distributions (Gaussian, Bernoulli, Multinomial)"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.3 Probability & Statistics,Bayes’ theorem and posterior inference
MACHINE LEARNING,Module 2: Mathematical Foundations,2.3 Probability & Statistics,MLE and MAP estimation
MACHINE LEARNING,Module 2: Mathematical Foundations,2.3 Probability & Statistics,"Expectation, variance, covariance, and correlation"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.4 Optimization Theory,Convex vs. non-convex optimization
MACHINE LEARNING,Module 2: Mathematical Foundations,2.4 Optimization Theory,"Gradient descent: batch, stochastic, mini-batch"
MACHINE LEARNING,Module 2: Mathematical Foundations,2.4 Optimization Theory,Lagrange multipliers and constrained optimization
MACHINE LEARNING,Module 2: Mathematical Foundations,2.4 Optimization Theory,Convergence criteria and learning rate schedules
MACHINE LEARNING,Module 2: Mathematical Foundations,2.4 Optimization Theory,"Second-order methods: Newton’s method, L-BFGS"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.1 Data Collection & Quality,"Data sources: databases, APIs, web scraping, sensors"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.1 Data Collection & Quality,"Data quality assessment: completeness, consistency, accuracy"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.1 Data Collection & Quality,"Handling missing data: deletion, imputation (mean, median, KNN, MICE)"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.1 Data Collection & Quality,"Outlier detection: IQR, Z-score, Isolation Forest"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.1 Data Collection & Quality,Data validation and schema enforcement
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.2 Feature Scaling & Transformation,Standardization (Z-score normalization)
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.2 Feature Scaling & Transformation,Min-Max scaling and Robust scaling
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.2 Feature Scaling & Transformation,"Log, Box-Cox, and Yeo-Johnson transformations"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.2 Feature Scaling & Transformation,Power transforms and quantile transforms
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.3 Encoding Categorical Variables,One-hot encoding and dummy variables
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.3 Encoding Categorical Variables,Label encoding and ordinal encoding
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.3 Encoding Categorical Variables,Target encoding (mean encoding)
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.3 Encoding Categorical Variables,Frequency and binary encoding
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.3 Encoding Categorical Variables,Handling high-cardinality categorical features
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.4 Feature Selection & Extraction,"Filter methods: correlation, mutual information, chi-square, ANOVA"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.4 Feature Selection & Extraction,"Wrapper methods: forward selection, backward elimination, RFE"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.4 Feature Selection & Extraction,"Embedded methods: L1 regularization, tree-based importance"
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.4 Feature Selection & Extraction,PCA and other extraction techniques
MACHINE LEARNING,Module 3: Data Preprocessing & Feature Engineering,3.4 Feature Selection & Extraction,Permutation importance
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.1 Simple & Multiple Linear Regression,OLS derivation and normal equation
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.1 Simple & Multiple Linear Regression,"Assumptions: linearity, independence, homoscedasticity, normality"
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.1 Simple & Multiple Linear Regression,Coefficient interpretation and significance testing
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.1 Simple & Multiple Linear Regression,Adjusted R-squared and F-statistic
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.1 Simple & Multiple Linear Regression,Residual analysis and diagnostic plots
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.2 Polynomial & Non-Linear Regression,Polynomial feature expansion
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.2 Polynomial & Non-Linear Regression,Spline regression and piecewise models
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.2 Polynomial & Non-Linear Regression,Kernel regression and Isotonic regression
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.2 Polynomial & Non-Linear Regression,Overfitting risks and model complexity
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.3 Regularized Regression,Ridge regression (L2): derivation and geometric interpretation
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.3 Regularized Regression,Lasso regression (L1): sparsity and feature selection
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.3 Regularized Regression,ElasticNet: combining L1 and L2
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.3 Regularized Regression,Regularization path and cross-validation for lambda
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.3 Regularized Regression,Bayesian linear regression
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.4 Advanced Regression,Support Vector Regression (SVR)
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.4 Advanced Regression,Decision tree regression and CART
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.4 Advanced Regression,Gradient boosted regression trees
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.4 Advanced Regression,Quantile regression
MACHINE LEARNING,Module 4: Supervised Learning – Regression,4.4 Advanced Regression,"Evaluation: MSE, RMSE, MAE, R-squared, MAPE"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.1 Logistic Regression,Sigmoid function and log-odds
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.1 Logistic Regression,Binary classification with maximum likelihood
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.1 Logistic Regression,Multinomial logistic regression (softmax)
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.1 Logistic Regression,Decision boundary visualization
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.1 Logistic Regression,Regularized logistic regression
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.2 K-Nearest Neighbors (KNN),"Distance metrics: Euclidean, Manhattan, Minkowski, cosine"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.2 K-Nearest Neighbors (KNN),"Choosing optimal K: elbow method, cross-validation"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.2 K-Nearest Neighbors (KNN),Weighted KNN and curse of dimensionality
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.2 K-Nearest Neighbors (KNN),KD-trees and Ball trees for efficient search
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.3 Support Vector Machines (SVM),Maximum margin hyperplane and support vectors
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.3 Support Vector Machines (SVM),Hard margin vs. soft margin (C parameter)
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.3 Support Vector Machines (SVM),"Kernel trick: linear, polynomial, RBF, sigmoid"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.3 Support Vector Machines (SVM),"Multi-class SVM: one-vs-one, one-vs-rest"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.4 Naive Bayes & Decision Trees,"Gaussian, Multinomial, and Bernoulli Naive Bayes"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.4 Naive Bayes & Decision Trees,Laplace smoothing and independence assumption
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.4 Naive Bayes & Decision Trees,"Decision tree splitting: Gini impurity, entropy, information gain"
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.4 Naive Bayes & Decision Trees,CART algorithm: growing and pruning
MACHINE LEARNING,Module 5: Supervised Learning – Classification,5.4 Naive Bayes & Decision Trees,Pre-pruning vs. post-pruning strategies
